Area_SqFt,Bedrooms,Bathrooms,Stories,House_Age_Years,Garage_Cars,Neighborhood,Furnishing,Has_Pool,Price
2479.6,3,1,2,35.0,3,Suburbs,Unfurnished,No,520941.05
3076.6,3,2,1,4.0,2,Oldtown,Semi-Furnished,Yes,637800.46
1616.3,4,2,2,10.0,2,Suburbs,Unfurnished,No,451681.11
2436.2,3,2,3,23.0,0,Suburbs,Unfurnished,Yes,520318.63
2091.7,4,2,3,30.0,0,Waterfront,Furnished,No,571963.47
3094.9,5,2,2,12.0,2,Suburbs,Furnished,No,648533.59
1595.9,2,2,1,15.0,3,Suburbs,Semi-Furnished,No,385715.85
1580.1,3,2,1,23.0,2,Downtown,Unfurnished,No,458944.83
1700.3,3,3,3,12.0,3,Waterfront,Unfurnished,No,603914.47
938.1,3,3,1,23.0,2,Waterfront,Semi-Furnished,No,440904.63
1737.1,3,2,2,25.0,2,Highland,Unfurnished,No,508983.86
1620.4,5,2,1,1.0,2,Oldtown,Furnished,No,520551.6
2075.2,4,2,1,15.0,2,Suburbs,Unfurnished,No,541652.59
2170.9,3,3,1,37.0,1,Downtown,Furnished,No,499897.17
2938.1,3,2,3,45.0,2,Highland,Semi-Furnished,No,619201.02
2475.2,4,2,1,0.0,2,Waterfront,Furnished,No,690299.33
1711.5,5,1,2,48.0,1,Downtown,Unfurnished,Yes,482340.41
1550.8,4,2,1,10.0,3,Downtown,Furnished,No,499645.7
2246.0,1,2,1,34.0,1,Waterfront,Unfurnished,No,479131.28
1339.9,3,3,1,42.0,2,Oldtown,Semi-Furnished,Yes,383551.52
2915.7,2,2,2,28.0,2,Highland,Furnished,No,650723.31
2589.7,3,2,1,36.0,2,Suburbs,Unfurnished,No,510092.29
1765.4,2,3,1,16.0,2,Oldtown,Semi-Furnished,Yes,465326.71
1143.4,3,3,1,38.0,3,Oldtown,Semi-Furnished,No,359644.93
2676.9,3,2,1,41.0,2,Suburbs,Semi-Furnished,No,509710.7
1942.7,2,2,3,27.0,1,Waterfront,Semi-Furnished,No,572703.59
,3,2,3,28.0,2,Waterfront,Semi-Furnished,No,638945.16
1202.8,3,4,1,42.0,1,Oldtown,Semi-Furnished,Yes,358599.06
1700.3,3,1,2,2.0,1,Waterfront,Semi-Furnished,No,560057.72
2002.6,2,4,3,9.0,1,Highland,Semi-Furnished,No,561140.98
2023.5,3,2,1,41.0,2,Highland,Unfurnished,No,458635.62
1775.0,4,2,2,13.0,2,Suburbs,Furnished,No,509170.87
2311.4,2,1,3,11.0,2,Highland,Furnished,No,537448.24
1466.2,2,2,1,46.0,1,Waterfront,Semi-Furnished,Yes,484505.17
1928.8,3,2,1,41.0,1,Oldtown,Semi-Furnished,No,377689.05
2060.1,5,1,3,29.0,3,Suburbs,Semi-Furnished,No,545559.55
2257.2,3,2,2,31.0,2,Highland,Semi-Furnished,Yes,535322.98
2355.8,3,4,1,31.0,3,Suburbs,Semi-Furnished,No,570763.55
1437.7,3,2,1,41.0,1,Highland,Unfurnished,Yes,402540.66
1232.9,3,3,1,31.0,1,Highland,Semi-Furnished,No,378137.07
2638.8,1,1,2,25.0,2,Downtown,Unfurnished,No,520944.22
2166.2,3,2,2,0.0,2,Suburbs,Unfurnished,No,501230.79
1625.8,5,1,3,41.0,1,Downtown,Semi-Furnished,Yes,483541.13
2775.6,3,2,1,1.0,1,Downtown,Semi-Furnished,No,608511.92
2057.8,4,4,2,16.0,2,Waterfront,Semi-Furnished,No,672527.87
2589.6,4,2,2,29.0,2,Suburbs,Semi-Furnished,No,523948.55
2033.8,2,1,1,38.0,2,Suburbs,Furnished,No,406907.45
3030.4,5,2,1,6.0,1,Downtown,Semi-Furnished,No,642927.16
2877.7,2,2,3,26.0,1,Downtown,Semi-Furnished,Yes,639967.37
1875.5,3,2,2,8.0,3,Waterfront,Unfurnished,Yes,612688.24
2485.8,2,3,1,21.0,1,Suburbs,Unfurnished,No,493040.59
2322.7,1,3,2,33.0,2,Oldtown,Semi-Furnished,No,483912.23
2684.3,3,2,1,45.0,2,Suburbs,Semi-Furnished,No,518390.37
1517.5,3,2,2,48.0,1,Suburbs,Furnished,No,353030.91
2343.0,3,2,2,0.0,2,Suburbs,Semi-Furnished,No,505787.28
2529.2,3,1,2,8.0,2,Highland,Semi-Furnished,Yes,552424.54
1120.6,1,2,3,19.0,2,Highland,Unfurnished,Yes,427314.66
1408.4,2,2,2,18.0,2,Oldtown,Unfurnished,No,328299.73
980.4,3,2,1,35.0,1,Highland,Furnished,No,409064.21
1865.3,3,2,2,39.0,2,Suburbs,Semi-Furnished,No,453388.49
2358.8,4,1,1,44.0,2,Waterfront,Unfurnished,No,517705.86
2751.2,3,2,1,3.0,2,Oldtown,Semi-Furnished,No,581919.69
2037.0,4,1,1,8.0,0,Suburbs,Semi-Furnished,Yes,491283.14
2814.3,3,1,1,40.0,2,Downtown,Semi-Furnished,Yes,602185.04
1309.9,3,3,2,21.0,3,Highland,Unfurnished,Yes,483792.12
1148.3,3,1,1,17.0,2,Suburbs,Semi-Furnished,Yes,392298.41
1972.2,3,2,2,11.0,2,Oldtown,Unfurnished,No,484358.82
2192.0,3,1,2,41.0,2,Suburbs,Furnished,No,508115.36
1983.7,4,3,1,42.0,2,Downtown,Semi-Furnished,No,456544.74
966.3,3,2,2,38.0,3,Oldtown,Semi-Furnished,No,331912.62
1955.4,4,2,1,8.0,1,Waterfront,Semi-Furnished,No,538952.57
1347.8,4,2,1,5.0,2,Downtown,Unfurnished,No,469334.94
2334.8,4,3,2,18.0,1,Oldtown,Unfurnished,No,518856.79
2183.3,5,4,1,47.0,2,Suburbs,Furnished,No,569877.09
1530.1,3,2,1,46.0,1,Suburbs,Unfurnished,No,345316.1
1743.1,3,3,2,6.0,2,Oldtown,Unfurnished,No,466350.12
1470.4,3,4,2,15.0,0,Suburbs,Furnished,No,422864.99
1968.7,3,4,1,4.0,2,Downtown,Semi-Furnished,No,537276.52
2477.6,3,2,3,15.0,2,Suburbs,Furnished,No,579096.42
1507.1,4,2,2,0.0,1,Highland,Unfurnished,No,442641.79
2252.0,3,2,2,36.0,3,Downtown,Semi-Furnished,No,513213.5
1734.9,3,3,1,38.0,2,Highland,Semi-Furnished,No,464442.61
1603.6,2,2,2,18.0,2,Highland,Furnished,No,460699.03
1946.5,3,2,2,36.0,2,Suburbs,Unfurnished,Yes,476623.61
1482.4,2,2,2,16.0,1,Highland,Semi-Furnished,No,410613.7
1723.2,4,3,2,25.0,2,Oldtown,Furnished,No,464659.58
1401.1,3,3,1,21.0,1,Suburbs,Semi-Furnished,Yes,404736.72
2982.4,2,1,1,7.0,2,Suburbs,Semi-Furnished,Yes,591635.91
2017.6,1,3,1,32.0,2,Suburbs,Unfurnished,No,447923.27
1650.1,3,2,1,1.0,1,Highland,Unfurnished,No,458088.26
2107.0,3,3,2,29.0,2,Oldtown,Semi-Furnished,No,449866.04
1943.8,3,2,1,46.0,0,Suburbs,Semi-Furnished,No,397554.09
1889.5,2,2,3,19.0,3,Suburbs,Furnished,No,525037.05
2307.1,3,4,3,17.0,1,Suburbs,Semi-Furnished,Yes,624631.84
2378.8,3,2,1,42.0,2,Highland,Semi-Furnished,Yes,584140.77
1734.7,3,3,1,9.0,1,Downtown,Furnished,No,469178.59
1712.1,3,2,2,23.0,2,Waterfront,Unfurnished,No,515355.84
1862.5,3,2,3,3.0,2,Suburbs,Semi-Furnished,Yes,582658.49
849.0,2,2,1,36.0,1,Highland,Unfurnished,No,331960.74
1242.4,5,2,1,3.0,2,Suburbs,Unfurnished,No,400573.82
2683.4,3,2,2,12.0,2,Highland,Furnished,No,642690.24
2822.5,3,1,2,24.0,2,Downtown,Semi-Furnished,No,587163.06
1875.5,2,2,1,12.0,2,Highland,Semi-Furnished,No,521598.95
2288.3,3,1,2,17.0,2,Downtown,Semi-Furnished,No,522825.43
2155.6,1,4,1,23.0,1,Downtown,Semi-Furnished,No,465767.84
3539.4,3,4,1,1.0,0,Suburbs,Unfurnished,No,644632.7
2559.8,5,2,1,47.0,2,Highland,Semi-Furnished,No,641112.91
1936.0,3,3,1,32.0,2,Downtown,Semi-Furnished,No,454459.41
1522.2,1,2,1,18.0,1,Downtown,Furnished,No,397324.55
1196.8,1,2,1,8.0,1,Waterfront,Unfurnished,No,466851.56
2101.7,3,3,1,27.0,2,Waterfront,Unfurnished,No,551814.24
1621.8,2,4,1,34.0,3,Downtown,Semi-Furnished,No,409646.47
1288.9,1,2,1,38.0,1,Highland,Furnished,No,295489.85
1676.7,4,3,3,9.0,2,Suburbs,Semi-Furnished,Yes,528550.28
1459.2,3,2,1,0.0,2,Highland,Semi-Furnished,No,413033.75
2843.6,3,4,1,41.0,2,Oldtown,Furnished,Yes,654957.68
2440.8,5,1,2,20.0,1,Downtown,Furnished,No,563601.99
1996.0,2,2,3,8.0,2,Waterfront,Semi-Furnished,No,539575.71
2740.0,5,2,1,46.0,2,Suburbs,Semi-Furnished,Yes,545712.88
2038.7,3,2,2,14.0,0,Highland,Unfurnished,Yes,539845.61
1569.4,4,1,2,34.0,2,Highland,Furnished,Yes,502351.92
2761.6,3,4,2,4.0,1,Oldtown,Semi-Furnished,No,635428.23
2269.5,4,1,1,40.0,1,Downtown,Furnished,No,507309.87
1481.4,5,2,2,21.0,2,Downtown,Unfurnished,No,423802.21
1904.8,3,2,1,40.0,2,Downtown,Semi-Furnished,No,469628.88
1562.2,5,2,2,22.0,0,Oldtown,Semi-Furnished,No,406134.18
1308.6,3,2,2,6.0,2,Highland,Semi-Furnished,No,400788.99
2463.1,3,2,1,22.0,2,Highland,Unfurnished,No,502121.19
2954.7,3,1,2,43.0,2,Downtown,Semi-Furnished,No,623906.76
1300.7,3,1,1,24.0,2,Oldtown,Furnished,No,326094.94
2281.5,2,2,2,26.0,1,Waterfront,Semi-Furnished,No,575866.18
1674.7,3,3,1,40.0,3,Highland,Unfurnished,Yes,502195.18
1756.4,3,3,1,5.0,2,Suburbs,Semi-Furnished,No,476365.58
1703.8,4,1,1,33.0,2,Downtown,Unfurnished,No,403743.91
1568.0,4,2,3,8.0,2,Highland,Unfurnished,Yes,560690.24
2024.3,3,1,1,48.0,1,Highland,Semi-Furnished,No,443786.07
1584.5,3,1,1,32.0,0,Downtown,Furnished,No,372691.11
2135.2,3,2,1,5.0,2,Highland,Semi-Furnished,No,509615.58
1974.9,2,2,2,36.0,2,Suburbs,Semi-Furnished,No,424565.99
1880.5,2,1,2,30.0,2,Waterfront,Semi-Furnished,No,470265.12
1546.2,3,2,1,33.0,3,Suburbs,Semi-Furnished,No,401585.45
1711.6,3,1,1,40.0,1,Downtown,Unfurnished,No,318233.09
2377.7,5,3,1,28.0,2,Suburbs,Furnished,No,574194.65
2250.5,3,4,1,13.0,2,Suburbs,Furnished,No,573854.99
1511.2,3,1,1,35.0,1,Downtown,Semi-Furnished,No,384477.98
2049.7,3,2,2,35.0,2,Waterfront,Semi-Furnished,No,533457.79
2375.7,2,3,1,14.0,2,Downtown,Furnished,No,536478.34
1165.3,3,4,1,7.0,2,Suburbs,Semi-Furnished,No,461553.22
2271.7,3,2,1,25.0,0,Downtown,Unfurnished,No,416383.35
1668.7,3,1,3,35.0,1,Downtown,Unfurnished,No,450522.98
2285.3,3,1,3,47.0,1,Suburbs,Semi-Furnished,No,425738.49
1618.4,5,2,2,20.0,2,Downtown,Furnished,No,482281.74
1097.6,4,2,1,27.0,0,Highland,Unfurnished,No,358377.32
1186.2,3,1,1,3.0,2,Downtown,Unfurnished,No,379482.24
2024.0,3,2,1,15.0,2,Highland,Semi-Furnished,No,547923.52
2129.9,3,1,1,21.0,2,Downtown,Furnished,No,445100.75
1547.8,2,3,2,,2,Downtown,Unfurnished,No,465881.89
2319.3,3,2,2,15.0,2,Suburbs,Unfurnished,No,504166.21
1169.2,1,1,2,39.0,2,Oldtown,Semi-Furnished,No,256590.59
1967.0,3,2,2,37.0,2,Highland,Semi-Furnished,No,538672.03
1394.5,3,2,1,41.0,2,Waterfront,Unfurnished,Yes,491022.77
1674.1,2,4,2,36.0,2,Downtown,Unfurnished,No,461118.61
2023.7,5,2,1,28.0,2,Waterfront,Semi-Furnished,No,592594.08
1569.8,5,2,1,17.0,1,Downtown,Semi-Furnished,No,399766.34
1807.7,4,3,2,9.0,2,Downtown,Furnished,No,519911.52
2503.1,3,2,1,41.0,3,Highland,Semi-Furnished,Yes,586862.04
1711.6,4,4,1,38.0,0,Suburbs,Unfurnished,No,415696.53
2417.8,2,2,1,17.0,1,Oldtown,Semi-Furnished,No,491607.39
1435.1,4,2,2,0.0,1,Downtown,Semi-Furnished,No,428094.56
2264.9,2,1,2,38.0,2,Oldtown,Unfurnished,No,388355.97
2720.8,4,2,1,20.0,1,Highland,Furnished,No,610029.78
764.2,3,3,2,0.0,2,Highland,Furnished,No,433303.88
1601.6,4,3,1,14.0,0,Downtown,Unfurnished,Yes,415354.42
2288.5,5,2,1,3.0,0,Suburbs,Unfurnished,No,461064.94
1898.5,2,2,2,19.0,2,Oldtown,Unfurnished,No,415473.08
2185.6,3,3,2,9.0,1,Suburbs,Unfurnished,No,495613.66
1698.0,5,4,3,22.0,3,Highland,Semi-Furnished,No,599607.35
2043.3,3,1,1,40.0,0,Oldtown,Semi-Furnished,No,322687.4
1922.2,4,2,2,33.0,2,Suburbs,Furnished,No,482784.0
2583.9,3,2,2,45.0,1,Highland,Unfurnished,No,542743.88
2127.2,3,3,3,47.0,1,Highland,Semi-Furnished,No,447674.39
2168.8,3,1,1,32.0,3,Downtown,Furnished,Yes,538796.41
1794.1,2,2,2,33.0,2,Downtown,Semi-Furnished,No,404138.11
1756.2,4,3,2,38.0,0,Suburbs,Unfurnished,No,405337.83
1783.7,3,1,1,9.0,2,Suburbs,Unfurnished,No,367626.89
2197.2,3,2,1,19.0,2,Highland,Semi-Furnished,No,526218.99
1789.5,3,2,1,0.0,1,Downtown,Furnished,No,520406.84
2144.9,3,2,2,12.0,1,Oldtown,Furnished,No,461500.01
3037.7,4,2,2,0.0,3,Downtown,Furnished,No,685663.02
2435.6,5,2,2,4.0,3,Highland,Furnished,No,647721.2
1837.0,3,1,2,15.0,3,Highland,Semi-Furnished,No,507405.64
2600.6,4,2,2,14.0,2,Downtown,Furnished,No,589796.68
1796.0,4,3,1,48.0,2,Downtown,Furnished,No,475410.2
980.9,3,3,1,27.0,1,Waterfront,Semi-Furnished,No,413575.27
1496.0,5,1,1,30.0,1,Oldtown,Unfurnished,No,326851.63
1064.6,2,1,1,22.0,0,Suburbs,Semi-Furnished,No,267612.77
1824.2,2,2,1,47.0,2,Suburbs,Unfurnished,No,388285.79
2009.2,4,2,2,44.0,2,Suburbs,Unfurnished,No,411385.09
2838.2,3,2,1,42.0,2,Downtown,Furnished,No,585348.94
2163.5,4,2,1,16.0,3,Highland,Furnished,No,658059.68
1890.4,4,1,1,48.0,2,Waterfront,Unfurnished,No,524859.6
2414.7,2,1,1,33.0,3,Suburbs,Semi-Furnished,No,458117.89
894.4,4,2,3,12.0,1,Oldtown,Furnished,Yes,412229.47
2117.8,3,2,2,13.0,2,Downtown,Semi-Furnished,Yes,562697.42
2385.4,3,1,2,10.0,2,Highland,Semi-Furnished,Yes,600738.28
1260.7,3,2,1,27.0,1,Suburbs,Semi-Furnished,No,328329.46
2571.9,5,2,2,41.0,3,Suburbs,Furnished,No,584696.5
2169.2,1,3,2,31.0,2,Suburbs,Furnished,No,479839.19
1792.4,3,3,2,34.0,1,Suburbs,Semi-Furnished,No,464668.69
2316.4,3,2,1,30.0,0,Highland,Unfurnished,No,472741.19
3135.3,4,2,2,16.0,2,Highland,Furnished,No,700005.47
2090.9,3,2,2,46.0,2,Suburbs,Unfurnished,No,471171.45
2124.1,2,2,2,8.0,3,Waterfront,Semi-Furnished,No,643122.57
1770.3,3,2,2,9.0,1,Suburbs,Unfurnished,No,450750.8
1575.1,3,3,1,7.0,0,Highland,Semi-Furnished,No,473688.44
2415.2,4,2,2,20.0,1,Downtown,Semi-Furnished,No,582886.85
1572.0,3,3,1,12.0,0,Downtown,Unfurnished,Yes,423069.49
2035.8,2,2,2,49.0,0,Suburbs,Furnished,No,399027.02
1761.2,5,1,1,4.0,3,Highland,Unfurnished,No,518264.26
2239.5,1,3,1,5.0,1,Highland,Furnished,No,515600.55
2166.8,5,2,1,29.0,2,Suburbs,Furnished,No,508138.37
2518.8,3,2,2,30.0,0,Downtown,Semi-Furnished,No,512112.83
1745.0,4,2,1,16.0,1,Suburbs,Semi-Furnished,No,419445.63
1865.1,3,1,2,10.0,2,Highland,Unfurnished,No,473457.97
1510.6,1,4,2,19.0,2,Highland,Furnished,No,469839.38
1777.9,4,1,1,47.0,2,Downtown,Semi-Furnished,No,412998.54
2188.7,4,4,1,8.0,2,Downtown,Semi-Furnished,No,588388.63
2378.5,4,4,1,,1,Waterfront,Semi-Furnished,No,709594.43
1538.9,2,3,2,36.0,2,Downtown,Semi-Furnished,No,429754.34
2434.8,4,2,2,0.0,1,Downtown,Furnished,No,573919.76
2677.8,4,2,1,3.0,2,Downtown,Unfurnished,No,602561.87
2206.7,3,3,1,35.0,1,Suburbs,Semi-Furnished,No,388437.37
2938.4,4,2,2,24.0,2,Suburbs,Unfurnished,No,575874.04
1613.1,4,2,2,2.0,1,Highland,Furnished,No,491329.81
1377.7,3,2,2,8.0,2,Suburbs,Unfurnished,No,407243.76
1110.6,2,2,2,21.0,3,Highland,Semi-Furnished,No,446232.44
2748.0,3,2,1,22.0,2,Downtown,Unfurnished,No,594144.69
2327.2,2,2,1,11.0,2,Waterfront,Semi-Furnished,No,599235.63
1972.2,3,2,1,9.0,3,Highland,Furnished,Yes,551072.83
2140.0,3,3,1,33.0,2,Highland,Furnished,No,531343.45
1437.3,2,2,1,42.0,1,Downtown,Furnished,No,361956.9
3222.9,3,4,1,9.0,1,Downtown,Semi-Furnished,No,680125.5
2064.6,2,2,1,29.0,2,Suburbs,Furnished,No,461359.43
2054.7,4,3,3,21.0,2,Highland,Semi-Furnished,No,562156.23
2362.9,5,2,2,5.0,1,Downtown,Furnished,No,559254.79
2240.5,2,3,2,49.0,1,Oldtown,Semi-Furnished,No,421346.13
2111.9,5,1,2,1.0,3,Oldtown,Semi-Furnished,No,501599.37
1604.8,3,3,1,29.0,1,Suburbs,Unfurnished,No,428310.96
2235.7,3,1,2,1.0,2,Oldtown,Semi-Furnished,Yes,507846.64
,2,3,1,31.0,0,Downtown,Unfurnished,No,535224.87
2672.7,3,4,2,41.0,2,Downtown,Furnished,No,650736.24
2796.6,4,2,1,,0,Downtown,Semi-Furnished,No,560463.65
1744.4,4,2,3,11.0,2,Highland,Furnished,No,521976.99
1505.2,2,3,1,0.0,0,Downtown,Unfurnished,No,423250.84
1937.1,2,2,1,7.0,2,Oldtown,Unfurnished,No,429907.46
2027.9,3,3,3,47.0,2,Downtown,Furnished,No,480306.3
2547.1,3,1,1,49.0,1,Suburbs,Semi-Furnished,No,472994.53
1153.8,2,1,2,12.0,2,Waterfront,Semi-Furnished,No,465886.61
2764.8,3,4,2,14.0,2,Downtown,Furnished,Yes,718435.53
1921.0,4,2,2,43.0,1,Downtown,Semi-Furnished,No,497788.61
1786.6,5,3,3,7.0,2,Highland,Unfurnished,No,585248.83
1493.9,3,2,3,9.0,1,Suburbs,Furnished,Yes,512672.28
1172.6,5,2,1,45.0,2,Downtown,Unfurnished,No,394618.64
2411.6,3,2,2,4.0,1,Suburbs,Furnished,Yes,601516.33
2036.7,3,2,2,49.0,1,Suburbs,Unfurnished,No,363827.01
1355.0,2,2,2,18.0,1,Oldtown,Semi-Furnished,No,307215.66
1352.5,3,2,1,46.0,2,Waterfront,Unfurnished,Yes,495366.29
1832.1,5,2,2,37.0,2,Suburbs,Semi-Furnished,No,496244.19
2834.5,3,2,3,10.0,2,Suburbs,Unfurnished,Yes,613511.96
1870.2,3,3,3,42.0,1,Suburbs,Furnished,No,447180.45
1248.4,3,2,1,19.0,0,Oldtown,Semi-Furnished,Yes,356577.68
1877.1,2,2,1,19.0,2,Downtown,Unfurnished,No,403154.05
1863.6,4,2,1,20.0,2,Suburbs,Semi-Furnished,No,452414.14
651.6,3,2,2,17.0,0,Highland,Semi-Furnished,No,304909.14
1972.9,3,3,2,49.0,2,Oldtown,Unfurnished,Yes,467330.89
1884.5,3,2,1,9.0,1,Downtown,Unfurnished,No,492454.7
2348.1,3,1,1,33.0,2,Downtown,Semi-Furnished,No,468322.6
2924.5,2,1,1,25.0,2,Downtown,Unfurnished,No,534272.58
2563.3,3,2,1,29.0,2,Downtown,Unfurnished,No,491990.0
1865.6,2,3,3,8.0,2,Highland,Unfurnished,No,550776.03
1446.7,4,1,2,45.0,1,Highland,Semi-Furnished,No,383118.81
3286.7,4,3,1,30.0,2,Highland,Semi-Furnished,No,709859.29
2029.6,4,2,2,41.0,2,Downtown,Unfurnished,No,417925.43
2007.0,3,2,1,3.0,0,Downtown,Furnished,Yes,518782.48
1987.9,3,4,3,5.0,2,Downtown,Furnished,No,608855.68
2099.0,2,2,1,13.0,3,Suburbs,Unfurnished,No,493073.17
1927.8,4,2,1,3.0,2,Waterfront,Unfurnished,No,553688.41
1713.2,3,1,1,25.0,1,Downtown,Furnished,No,435250.9
1726.6,3,1,2,46.0,2,Downtown,Semi-Furnished,No,398802.58
1983.6,3,2,2,47.0,2,Suburbs,Semi-Furnished,No,443978.73
1728.3,2,1,2,38.0,1,Suburbs,Semi-Furnished,No,382843.3
1643.6,3,2,1,16.0,2,Suburbs,Furnished,No,416785.02
2053.2,2,2,1,18.0,2,Waterfront,Unfurnished,No,555300.43
1872.5,4,2,1,48.0,2,Downtown,Furnished,No,477473.93
2752.0,3,1,2,5.0,1,Highland,Semi-Furnished,No,568897.73
674.5,1,2,1,28.0,2,Suburbs,Semi-Furnished,No,242636.65
2545.8,3,2,2,10.0,3,Suburbs,Furnished,No,542969.69
2623.0,1,4,2,15.0,2,Oldtown,Unfurnished,Yes,584758.46
963.3,3,1,2,29.0,2,Downtown,Semi-Furnished,No,332496.54
1828.7,4,3,1,,1,Highland,Semi-Furnished,No,506617.04
1814.3,2,2,1,39.0,1,Suburbs,Semi-Furnished,No,389363.5
1296.2,4,2,1,10.0,2,Suburbs,Unfurnished,No,412302.23
1611.1,1,2,2,6.0,1,Waterfront,Semi-Furnished,No,521799.23
1444.7,2,1,2,25.0,2,Oldtown,Unfurnished,No,412253.9
2876.1,4,1,1,21.0,1,Waterfront,Unfurnished,No,627777.73
2467.8,3,2,1,24.0,2,Highland,Unfurnished,No,512828.94
2635.8,2,2,2,18.0,1,Downtown,Semi-Furnished,No,563348.13
2360.8,3,4,2,30.0,3,Highland,Unfurnished,No,644447.93
1435.5,3,2,1,25.0,1,Highland,Semi-Furnished,No,414129.33
1737.7,4,1,2,41.0,0,Downtown,Unfurnished,Yes,362221.51
2244.7,3,3,1,40.0,1,Suburbs,Unfurnished,No,465246.48
1388.9,4,2,1,35.0,2,Waterfront,Semi-Furnished,Yes,505925.54
,4,2,3,22.0,1,Suburbs,Unfurnished,No,479331.76
,3,2,2,46.0,1,Suburbs,Semi-Furnished,No,413047.65
1812.6,5,4,2,12.0,1,Oldtown,Semi-Furnished,No,467965.38
2355.5,3,3,1,24.0,2,Downtown,Furnished,No,591436.28
2222.1,5,2,2,1.0,0,Downtown,Furnished,No,574727.78
1819.5,2,2,1,1.0,1,Highland,Semi-Furnished,No,459975.31
2579.7,3,4,1,15.0,1,Suburbs,Furnished,No,567807.83
1459.5,3,2,2,8.0,2,Highland,Unfurnished,No,445933.72
2308.0,3,1,1,27.0,2,Downtown,Semi-Furnished,No,461283.26
2296.6,3,2,2,12.0,2,Suburbs,Semi-Furnished,No,519259.97
1845.2,4,2,2,34.0,3,Downtown,Unfurnished,No,416515.74
2163.1,1,2,1,40.0,3,Oldtown,Unfurnished,No,417785.73
1374.4,2,2,1,12.0,1,Suburbs,Unfurnished,No,343388.68
2462.0,4,2,1,30.0,2,Suburbs,Semi-Furnished,No,537570.36
1907.5,3,1,1,20.0,2,Downtown,Semi-Furnished,No,454401.16
1738.6,5,3,2,31.0,2,Downtown,Semi-Furnished,Yes,575869.99
2524.5,4,2,2,33.0,2,Suburbs,Semi-Furnished,No,552016.33
1647.8,5,2,1,7.0,2,Downtown,Semi-Furnished,No,512252.49
1295.8,4,2,1,40.0,2,Suburbs,Furnished,No,450027.95
1221.7,3,2,2,47.0,2,Suburbs,Unfurnished,No,345702.68
2303.0,2,1,2,1.0,1,Waterfront,Furnished,No,597761.2
1359.8,4,1,1,37.0,1,Highland,Semi-Furnished,No,398450.46
2877.4,3,3,1,31.0,1,Suburbs,Semi-Furnished,No,541381.86
959.0,1,4,2,39.0,1,Downtown,Semi-Furnished,No,348304.54
2848.2,3,2,1,27.0,2,Highland,Semi-Furnished,No,601912.25
2105.5,5,1,1,36.0,1,Highland,Unfurnished,No,461271.42
1951.6,3,2,2,40.0,1,Downtown,Semi-Furnished,No,450895.05
1727.5,3,3,2,0.0,3,Oldtown,Furnished,No,541799.33
2199.6,3,3,2,40.0,2,Downtown,Semi-Furnished,No,483546.8
1981.2,2,1,2,9.0,2,Downtown,Unfurnished,No,507778.39
2551.7,3,1,2,3.0,1,Downtown,Unfurnished,No,537745.61
2057.1,3,3,1,34.0,1,Oldtown,Furnished,No,446047.13
2075.2,2,2,1,9.0,2,Suburbs,Unfurnished,No,490919.43
1818.2,4,2,1,46.0,2,Waterfront,Unfurnished,No,507571.62
1971.5,3,1,1,10.0,1,Downtown,Semi-Furnished,No,447830.73
2153.9,4,2,2,13.0,3,Suburbs,Furnished,No,554500.52
1144.9,4,3,2,37.0,3,Suburbs,Semi-Furnished,No,451682.24
1325.9,2,4,3,11.0,3,Waterfront,Semi-Furnished,No,580675.1
2371.6,3,2,2,44.0,2,Downtown,Semi-Furnished,No,502835.45
2085.4,3,2,1,16.0,1,Downtown,Unfurnished,Yes,526021.25
1908.0,4,1,1,15.0,2,Downtown,Furnished,No,517534.88
2009.2,2,2,2,34.0,2,Oldtown,Semi-Furnished,No,470471.24
2173.8,3,2,2,1.0,1,Suburbs,Semi-Furnished,No,513494.88
1730.1,3,2,2,10.0,2,Suburbs,Furnished,No,504271.08
1610.8,3,2,2,40.0,0,Suburbs,Furnished,No,374820.39
2097.9,2,2,2,2.0,2,Oldtown,Semi-Furnished,No,504995.7
1510.8,3,1,2,28.0,1,Oldtown,Unfurnished,Yes,389260.7
2204.1,4,2,1,17.0,2,Highland,Furnished,No,574356.67
1148.7,3,1,2,19.0,1,Suburbs,Semi-Furnished,No,289116.86
2514.6,3,1,2,46.0,2,Downtown,Furnished,No,516844.99
2236.3,3,4,1,13.0,2,Oldtown,Furnished,Yes,588612.97
2128.0,4,2,2,33.0,2,Suburbs,Unfurnished,No,489051.68
2491.3,2,2,1,48.0,3,Suburbs,Furnished,No,570379.89
2832.7,4,3,3,30.0,2,Suburbs,Semi-Furnished,No,643409.56
2507.2,3,4,1,39.0,3,Oldtown,Semi-Furnished,No,532811.87
1079.6,3,2,2,41.0,0,Suburbs,Unfurnished,No,269341.46
1360.2,2,3,1,17.0,1,Highland,Furnished,No,467571.97
1687.6,2,2,2,29.0,1,Waterfront,Semi-Furnished,No,477605.38
2013.0,3,2,1,24.0,1,Suburbs,Semi-Furnished,No,458233.08
2258.8,3,2,1,18.0,2,Downtown,Furnished,No,539390.09
1637.1,4,2,1,7.0,0,Oldtown,Semi-Furnished,No,381895.65
2093.4,1,2,3,27.0,2,Oldtown,Semi-Furnished,No,439079.37
1622.3,3,2,1,7.0,2,Waterfront,Furnished,No,472116.41
1694.2,3,1,1,30.0,2,Highland,Semi-Furnished,No,437802.71
1296.7,1,2,2,2.0,2,Suburbs,Furnished,No,376897.09
